2018-04-04 10:22:56,510 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000'); args=['auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000']
2018-04-05 14:56:56,188 [Thread-134:9628] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:58:00,657 [Thread-135:14148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:58:00.656000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:58:00.656000')
2018-04-05 14:58:00,660 [Thread-135:14148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:58:16,552 [Thread-140:13236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:58:16.551000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:58:16.551000')
2018-04-05 14:58:16,555 [Thread-140:13236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:00:34,211 [Thread-145:9424] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:00:34.210000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:00:34.210000')
2018-04-05 15:00:34,213 [Thread-145:9424] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:00:38,368 [Thread-150:6804] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:00:38.366000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:00:38.366000')
2018-04-05 15:00:38,371 [Thread-150:6804] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:00:50,980 [Thread-152:7968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:00:50.978000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:00:50.978000')
2018-04-05 15:00:50,982 [Thread-152:7968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:00:51,180 [Thread-152:7968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_admin_log"."id", "django_admin_log"."action_time", "django_admin_log"."user_id", "django_admin_log"."content_type_id", "django_admin_log"."object_id", "django_admin_log"."object_repr", "django_admin_log"."action_flag", "django_admin_log"."change_message", "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance", "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_admin_log" INNER JOIN "bank_user" ON ( "django_admin_log"."user_id" = "bank_user"."id" ) LEFT OUTER JOIN "django_content_type" ON ( "django_admin_log"."content_type_id" = "django_content_type"."id" ) WHERE "django_admin_log"."user_id" = %s ORDER BY "django_admin_log"."action_time" DESC LIMIT 10' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:00,904 [Thread-153:12772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:01:00.901000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:01:00.901000')
2018-04-05 15:01:00,907 [Thread-153:12772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:00,921 [Thread-153:12772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT COUNT(*) AS "__count" FROM "bank_user"' - PARAMS = (); args=()
2018-04-05 15:01:00,924 [Thread-153:12772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" ORDER BY "bank_user"."id" DESC' - PARAMS = (); args=()
2018-04-05 15:01:00,976 [Thread-153:12772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_admin_log"."id", "django_admin_log"."action_time", "django_admin_log"."user_id", "django_admin_log"."content_type_id", "django_admin_log"."object_id", "django_admin_log"."object_repr", "django_admin_log"."action_flag", "django_admin_log"."change_message", "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance", "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_admin_log" INNER JOIN "bank_user" ON ( "django_admin_log"."user_id" = "bank_user"."id" ) LEFT OUTER JOIN "django_content_type" ON ( "django_admin_log"."content_type_id" = "django_content_type"."id" ) WHERE "django_admin_log"."user_id" = %s ORDER BY "django_admin_log"."action_time" DESC LIMIT 10' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:01,627 [Thread-154:10232] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:01:01.625000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:01:01.625000')
2018-04-05 15:01:01,628 [Thread-154:10232] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:04,571 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:01:04.568000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 07:01:04.568000')
2018-04-05 15:01:04,572 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:04,573 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'BEGIN' - PARAMS = (); args=None
2018-04-05 15:01:04,575 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (2,); args=(2,)
2018-04-05 15:01:04,581 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "auth_group"."id" FROM "auth_group" INNER JOIN "bank_user_groups" ON ( "auth_group"."id" = "bank_user_groups"."group_id" ) WHERE "bank_user_groups"."user_id" = %s' - PARAMS = (2,); args=(2,)
2018-04-05 15:01:04,582 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "auth_permission"."id" FROM "auth_permission" INNER JOIN "bank_user_user_permissions" ON ( "auth_permission"."id" = "bank_user_user_permissions"."permission_id" ) INNER JOIN "django_content_type" ON ( "auth_permission"."content_type_id" = "django_content_type"."id" ) WHERE "bank_user_user_permissions"."user_id" = %s ORDER BY "django_content_type"."app_label" ASC, "django_content_type"."model" ASC, "auth_permission"."codename" ASC' - PARAMS = (2,); args=(2,)
2018-04-05 15:01:04,588 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."model" = %s AND "django_content_type"."app_label" = %s)' - PARAMS = (u'user', u'bank'); args=('user', 'bank')
2018-04-05 15:01:04,588 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."model" = %s AND "django_content_type"."app_label" = %s)' - PARAMS = (u'user', u'bank'); args=('user', 'bank')
2018-04-05 15:01:04,588 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SAVEPOINT "s9708_x1"' - PARAMS = (); args=None
2018-04-05 15:01:04,602 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.013) QUERY = u'INSERT INTO "django_content_type" ("app_label", "model") VALUES (%s, %s)' - PARAMS = (u'bank', u'user'); args=['bank', 'user']
2018-04-05 15:01:04,604 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'RELEASE SAVEPOINT "s9708_x1"' - PARAMS = (); args=None
2018-04-05 15:01:04,729 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_admin_log"."id", "django_admin_log"."action_time", "django_admin_log"."user_id", "django_admin_log"."content_type_id", "django_admin_log"."object_id", "django_admin_log"."object_repr", "django_admin_log"."action_flag", "django_admin_log"."change_message", "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance", "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_admin_log" INNER JOIN "bank_user" ON ( "django_admin_log"."user_id" = "bank_user"."id" ) LEFT OUTER JOIN "django_content_type" ON ( "django_admin_log"."content_type_id" = "django_content_type"."id" ) WHERE "django_admin_log"."user_id" = %s ORDER BY "django_admin_log"."action_time" DESC LIMIT 10' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:04,753 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "auth_group"."id", "auth_group"."name" FROM "auth_group" ORDER BY "auth_group"."name" ASC' - PARAMS = (); args=()
2018-04-05 15:01:04,763 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" INNER JOIN "django_content_type" ON ( "auth_permission"."content_type_id" = "django_content_type"."id" ) ORDER BY "django_content_type"."app_label" ASC, "django_content_type"."model" ASC, "auth_permission"."codename" ASC' - PARAMS = (); args=()
2018-04-05 15:01:04,763 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:04,765 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:04,766 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 15:01:04,766 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = %s' - PARAMS = (3,); args=(3,)
2018-04-05 15:01:04,769 [Thread-155:9708] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = %s' - PARAMS = (3,); args=(3,)
